ID,Date,Time,Weekday,Recipe,Ingredient,Planned Qty,Wastage Qty,Expected Waste Qty,Sales Qty,Unit,Unit Cost,Total Cost,Wastage Cost,Kitchen Station,Shift,Prep Method,Prep Time (mins),Shelf Life (days),Stock Received Date,Expiry Date,Supplier Name,Temperature (°C),Weather Condition,Peak Hour Flag,Branch,Branch Manager,Chef,Status,Chef_Feedback
747,21-Sep-24,17:30,Saturday,Cheeseburger,Cheese,38,10,4,27,grams,187,7106,1870,Pastry Station,Morning,Raw,49,10,19-Sep-24,29-Sep-24,SpiceKart Foods,24,Rainy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
748,04-Apr-24,07:30,Thursday,Mutton Curry,Mixed Veg,33,8,3,24,kg,67,2211,536,Soup Station,Afternoon,Boiled,19,3,02-Apr-24,05-Apr-24,SpiceKart Foods,23,Rainy,FALSE,New York - Main,Robert,Chef David,,
749,01-May-25,10:45,Thursday,Chicken Biryani,Chicken,50,2,4,47,kg,236,11800,472,Main Course Station,Afternoon,Grilled,57,2,25-Apr-25,27-Apr-25,SpiceKart Foods,24,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
750,25-Jan-24,13:45,Thursday,Brownie,Chocolate,11,2,1,7,grams,180,1980,360,Soup Station,Afternoon,Baked,11,90,23-Jan-24,22-Apr-24,Urban Harvest,25,Cloudy,TRUE,New York - Main,Robert,Chef Maria,,
751,29-Dec-24,16:45,Sunday,Mutton Curry,Mixed Veg,46,12,5,32,kg,72,3312,864,Soup Station,Morning,Boiled,28,3,28-Dec-24,31-Dec-24,Urban Harvest,25,Rainy,FALSE,Houston - Central,Emily,Chef John,,
752,31-Dec-24,12:00,Tuesday,Chocolate Milkshake,Milk,8,1,1,7,liters,60,480,60,Grill Station,Morning,Boiled,59,4,24-Dec-24,28-Dec-24,SpiceKart Foods,23,Cloudy,TRUE,New York - Main,Robert,Chef Lee,,
753,07-Feb-24,07:45,Wednesday,Tacos,Mixed Veg,35,2,3,31,kg,64,2240,128,Salad Station,Morning,Boiled,21,3,01-Feb-24,04-Feb-24,SpiceKart Foods,32,Sunny,FALSE,New York - Main,Robert,Chef Lee,,
754,06-Feb-25,06:15,Thursday,Pasta Alfredo,Pasta,24,5,2,17,kg,117,2808,585,Soup Station,Morning,Boiled,30,365,04-Feb-25,04-Feb-26,DailyDairy Ltd.,24,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
755,02-Mar-24,08:00,Saturday,Fish Fingers,Mixed Veg,44,7,4,37,kg,76,3344,532,Main Course Station,Afternoon,Boiled,41,3,26-Feb-24,29-Feb-24,GreenLeaf Suppliers,24,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
756,17-Jul-24,22:15,Wednesday,Iced Tea,Ice Cream,32,2,4,28,pieces,55,1760,110,Grill Station,Night,Frozen,20,30,14-Jul-24,13-Aug-24,GreenLeaf Suppliers,17,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
757,12-Aug-24,07:45,Monday,Fish Fingers,Mixed Veg,45,11,4,32,kg,76,3420,836,Pastry Station,Morning,Boiled,42,3,08-Aug-24,11-Aug-24,DailyDairy Ltd.,16,Cold,FALSE,New York - Main,Robert,Chef David,,
758,18-May-25,22:00,Sunday,Veg Fried Rice,Rice,48,3,4,44,kg,91,4368,273,Grill Station,Afternoon,Boiled,47,180,11-May-25,07-Nov-25,DailyDairy Ltd.,28,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Anna,,
759,08-Jun-24,09:45,Saturday,Tacos,Mixed Veg,32,5,2,25,kg,74,2368,370,Salad Station,Night,Boiled,53,3,06-Jun-24,09-Jun-24,FreshFarm Co.,29,Sunny,FALSE,Houston - Central,Emily,Chef David,,
760,21-Feb-24,16:00,Wednesday,Chicken Biryani,Chicken,31,6,3,25,kg,227,7037,1362,Grill Station,Morning,Grilled,24,2,14-Feb-24,16-Feb-24,SpiceKart Foods,29,Hot,FALSE,New York - Main,Robert,Chef Maria,,
761,23-Aug-24,13:45,Friday,Mushroom Soup,Tomato,39,10,5,28,kg,46,1794,460,Soup Station,Morning,Boiled,23,5,17-Aug-24,22-Aug-24,DailyDairy Ltd.,35,Hot,TRUE,Los Angeles - Downtown,James,Chef John,,
762,25-May-24,15:45,Saturday,Ice Cream Sundae,Ice Cream,34,9,3,24,pieces,51,1734,459,Pastry Station,Morning,Frozen,14,30,24-May-24,23-Jun-24,GreenLeaf Suppliers,22,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
763,05-Oct-24,06:45,Saturday,Pasta Alfredo,Pasta,39,7,5,30,kg,100,3900,700,Grill Station,Morning,Boiled,48,365,01-Oct-24,01-Oct-25,Urban Harvest,33,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
764,21-Jan-25,12:15,Tuesday,Fish Fingers,Mixed Veg,25,1,2,24,kg,70,1750,70,Soup Station,Morning,Boiled,41,3,18-Jan-25,21-Jan-25,SpiceKart Foods,28,Cloudy,TRUE,New York - Main,Robert,Chef Lee,,
765,16-May-24,07:00,Thursday,Veg Fried Rice,Rice,30,8,4,20,kg,88,2640,704,Soup Station,Afternoon,Boiled,25,180,11-May-24,07-Nov-24,SpiceKart Foods,10,Cold,FALSE,Houston - Central,Emily,Chef David,,
766,26-Feb-24,10:30,Monday,Apple Pie,Mixed Veg,45,2,5,43,kg,64,2880,128,Grill Station,Morning,Boiled,23,3,24-Feb-24,27-Feb-24,GreenLeaf Suppliers,13,Cold,FALSE,Los Angeles - Downtown,James,Chef David,,
767,27-Feb-24,09:00,Tuesday,Apple Pie,Mixed Veg,26,2,2,24,kg,66,1716,132,Pastry Station,Morning,Boiled,31,3,23-Feb-24,26-Feb-24,Urban Harvest,26,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
768,04-Jun-24,21:30,Tuesday,Grilled Chicken,Chicken,32,3,3,28,kg,264,8448,792,Grill Station,Morning,Grilled,60,2,01-Jun-24,03-Jun-24,FreshFarm Co.,10,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
769,22-Dec-24,08:30,Sunday,Chicken Biryani,Chicken,20,5,1,13,kg,231,4620,1155,Soup Station,Afternoon,Grilled,52,2,17-Dec-24,19-Dec-24,DailyDairy Ltd.,23,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
770,29-Aug-24,13:00,Thursday,Paneer Butter Masala,Paneer,40,9,3,28,kg,297,11880,2673,Salad Station,Afternoon,Fried,10,3,23-Aug-24,26-Aug-24,Urban Harvest,27,Cloudy,TRUE,New York - Main,Robert,Chef Anna,,
771,12-Feb-24,18:45,Monday,Soda,Mixed Veg,31,3,3,28,kg,66,2046,198,Salad Station,Afternoon,Boiled,34,3,09-Feb-24,12-Feb-24,GreenLeaf Suppliers,25,Rainy,FALSE,New York - Main,Robert,Chef Anna,,
772,18-Dec-24,06:45,Wednesday,Grilled Chicken,Chicken,6,1,0,4,kg,246,1476,246,Grill Station,Morning,Grilled,40,2,17-Dec-24,19-Dec-24,FreshFarm Co.,28,Sunny,FALSE,New York - Main,Robert,Chef Lee,,
773,10-Aug-24,13:45,Saturday,Chocolate Milkshake,Milk,14,3,1,9,liters,51,714,153,Soup Station,Afternoon,Boiled,40,4,04-Aug-24,08-Aug-24,FreshFarm Co.,30,Sunny,TRUE,Houston - Central,Emily,Chef Anna,,
774,25-Jul-24,11:45,Thursday,Mushroom Soup,Tomato,35,3,3,32,kg,48,1680,144,Main Course Station,Afternoon,Boiled,18,5,24-Jul-24,29-Jul-24,SpiceKart Foods,28,Hot,FALSE,New York - Main,Robert,Chef Maria,,
775,17-Feb-25,20:00,Monday,Chicken Biryani,Chicken,34,4,3,28,kg,257,8738,1028,Soup Station,Afternoon,Grilled,59,2,10-Feb-25,12-Feb-25,Urban Harvest,26,Sunny,TRUE,Los Angeles - Downtown,James,Chef Anna,,
776,05-Jan-24,22:30,Friday,Fish Fingers,Mixed Veg,19,4,1,12,kg,74,1406,296,Grill Station,Night,Boiled,39,3,31-Dec-23,03-Jan-24,FreshFarm Co.,23,Rainy,FALSE,New York - Main,Robert,Chef John,,
777,24-Feb-24,14:15,Saturday,Veg Fried Rice,Rice,37,3,3,31,kg,82,3034,246,Pastry Station,Afternoon,Boiled,28,180,20-Feb-24,18-Aug-24,DailyDairy Ltd.,32,Hot,FALSE,Houston - Central,Emily,Chef Lee,,
778,02-Nov-24,08:00,Saturday,Mushroom Soup,Tomato,43,12,4,29,kg,46,1978,552,Pastry Station,Afternoon,Boiled,50,5,27-Oct-24,01-Nov-24,GreenLeaf Suppliers,26,Cloudy,FALSE,New York - Main,Robert,Chef John,,
779,13-Aug-24,19:15,Tuesday,Mushroom Soup,Tomato,36,4,3,30,kg,43,1548,172,Main Course Station,Morning,Boiled,33,5,07-Aug-24,12-Aug-24,GreenLeaf Suppliers,27,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
780,03-Apr-25,21:45,Thursday,Grilled Chicken,Chicken,49,4,6,44,kg,257,12593,1028,Soup Station,Morning,Grilled,18,2,02-Apr-25,04-Apr-25,SpiceKart Foods,25,Cloudy,FALSE,New York - Main,Robert,Chef David,,
781,11-May-25,07:15,Sunday,Mutton Curry,Mixed Veg,34,2,3,32,kg,65,2210,130,Pastry Station,Morning,Boiled,12,3,04-May-25,07-May-25,Urban Harvest,21,Rainy,FALSE,Houston - Central,Emily,Chef David,,
782,02-Jan-25,06:45,Thursday,Brownie,Chocolate,24,4,2,20,grams,192,4608,768,Grill Station,Afternoon,Baked,14,90,29-Dec-24,29-Mar-25,SpiceKart Foods,10,Cold,FALSE,Los Angeles - Downtown,James,Chef John,,
783,21-Jan-25,10:15,Tuesday,Grilled Chicken,Chicken,27,5,2,22,kg,248,6696,1240,Main Course Station,Morning,Grilled,25,2,17-Jan-25,19-Jan-25,DailyDairy Ltd.,25,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
784,21-Aug-24,18:15,Wednesday,Cheesecake,Cheese,38,3,4,32,grams,203,7714,609,Soup Station,Night,Raw,52,10,15-Aug-24,25-Aug-24,Urban Harvest,34,Hot,FALSE,Houston - Central,Emily,Chef Lee,,
785,01-Mar-25,14:00,Saturday,Fish Fingers,Mixed Veg,28,5,2,20,kg,72,2016,360,Main Course Station,Afternoon,Boiled,14,3,24-Feb-25,27-Feb-25,Urban Harvest,18,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
786,15-Feb-24,13:00,Thursday,Brownie,Chocolate,16,1,1,15,grams,192,3072,192,Salad Station,Afternoon,Baked,53,90,08-Feb-24,08-May-24,Urban Harvest,14,Cold,TRUE,Houston - Central,Emily,Chef Maria,,
787,07-Apr-24,22:00,Sunday,Pasta Alfredo,Pasta,27,4,3,22,kg,110,2970,440,Main Course Station,Morning,Boiled,17,365,02-Apr-24,02-Apr-25,DailyDairy Ltd.,15,Cold,FALSE,Houston - Central,Emily,Chef John,,
788,02-Apr-24,21:45,Tuesday,Grilled Chicken,Chicken,19,4,2,13,kg,246,4674,984,Grill Station,Afternoon,Grilled,44,2,29-Mar-24,31-Mar-24,SpiceKart Foods,31,Sunny,FALSE,Los Angeles - Downtown,James,Chef Lee,,
789,17-Jun-24,18:15,Monday,Chicken Biryani,Chicken,10,1,1,7,kg,256,2560,256,Pastry Station,Morning,Grilled,48,2,15-Jun-24,17-Jun-24,Urban Harvest,28,Cloudy,FALSE,New York - Main,Robert,Chef Maria,,
790,24-Jan-25,21:15,Friday,Ice Cream Sundae,Ice Cream,29,7,4,19,pieces,51,1479,357,Soup Station,Morning,Frozen,30,30,19-Jan-25,18-Feb-25,GreenLeaf Suppliers,27,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
791,03-Aug-24,18:45,Saturday,Cheeseburger,Cheese,25,4,2,19,grams,217,5425,868,Grill Station,Night,Raw,47,10,02-Aug-24,12-Aug-24,SpiceKart Foods,25,Cloudy,FALSE,New York - Main,Robert,Chef John,,
792,21-May-25,08:15,Wednesday,Cheeseburger,Cheese,11,1,1,10,grams,203,2233,203,Salad Station,Afternoon,Raw,32,10,20-May-25,30-May-25,SpiceKart Foods,25,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
793,23-Mar-24,18:45,Saturday,Iced Tea,Ice Cream,42,10,4,29,pieces,50,2100,500,Main Course Station,Night,Frozen,26,30,20-Mar-24,19-Apr-24,FreshFarm Co.,13,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
794,10-Jul-24,09:45,Wednesday,Spicy Chicken Wings,Chicken,34,4,4,30,kg,261,8874,1044,Grill Station,Morning,Grilled,15,2,03-Jul-24,05-Jul-24,SpiceKart Foods,26,Sunny,FALSE,New York - Main,Robert,Chef Lee,,
795,11-Jun-24,10:00,Tuesday,Pasta Alfredo,Pasta,16,1,1,14,kg,100,1600,100,Grill Station,Night,Boiled,22,365,07-Jun-24,07-Jun-25,DailyDairy Ltd.,26,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
796,07-Mar-24,12:30,Thursday,Mushroom Soup,Tomato,36,2,4,32,kg,42,1512,84,Pastry Station,Night,Boiled,22,5,02-Mar-24,07-Mar-24,SpiceKart Foods,17,Cold,TRUE,Houston - Central,Emily,Chef Anna,,
797,06-Feb-25,20:45,Thursday,Brownie,Chocolate,22,1,3,19,grams,195,4290,195,Salad Station,Night,Baked,55,90,02-Feb-25,03-May-25,Urban Harvest,31,Sunny,TRUE,Los Angeles - Downtown,James,Chef John,,
798,09-Jan-24,11:45,Tuesday,Cheeseburger,Cheese,6,0,0,4,grams,213,1278,0,Pastry Station,Morning,Raw,49,10,08-Jan-24,18-Jan-24,Urban Harvest,22,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
799,19-Aug-24,11:30,Monday,Grilled Chicken,Chicken,45,5,5,38,kg,255,11475,1275,Pastry Station,Morning,Grilled,44,2,16-Aug-24,18-Aug-24,GreenLeaf Suppliers,28,Hot,FALSE,Los Angeles - Downtown,James,Chef Lee,,
800,15-Sep-24,07:15,Sunday,Tomato Soup,Tomato,19,3,2,13,kg,48,912,144,Main Course Station,Morning,Boiled,59,5,09-Sep-24,14-Sep-24,SpiceKart Foods,22,Cloudy,FALSE,Houston - Central,Emily,Chef Maria,,
801,30-Oct-24,19:00,Wednesday,Cheeseburger,Cheese,37,3,3,33,grams,209,7733,627,Pastry Station,Morning,Raw,28,10,24-Oct-24,03-Nov-24,FreshFarm Co.,32,Sunny,TRUE,New York - Main,Robert,Chef Maria,,
802,27-Mar-25,19:00,Thursday,Veg Fried Rice,Rice,13,1,1,11,kg,98,1274,98,Salad Station,Afternoon,Boiled,39,180,20-Mar-25,16-Sep-25,DailyDairy Ltd.,27,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
803,25-Mar-25,22:00,Tuesday,Fish Fingers,Mixed Veg,48,10,5,35,kg,65,3120,650,Soup Station,Afternoon,Boiled,40,3,23-Mar-25,26-Mar-25,DailyDairy Ltd.,29,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
804,25-Apr-25,07:30,Friday,Ice Cream Sundae,Ice Cream,50,2,5,46,pieces,50,2500,100,Main Course Station,Morning,Frozen,10,30,22-Apr-25,22-May-25,FreshFarm Co.,23,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
805,09-Jun-24,20:45,Sunday,Chicken Biryani,Chicken,46,11,6,32,kg,257,11822,2827,Main Course Station,Night,Grilled,36,2,03-Jun-24,05-Jun-24,SpiceKart Foods,34,Hot,TRUE,Houston - Central,Emily,Chef John,,
806,01-Mar-24,16:30,Friday,Spicy Chicken Wings,Chicken,42,6,6,35,kg,247,10374,1482,Pastry Station,Afternoon,Grilled,36,2,26-Feb-24,28-Feb-24,Urban Harvest,32,Hot,FALSE,Houston - Central,Emily,Chef John,,
807,21-Jul-24,07:00,Sunday,Cheeseburger,Cheese,40,11,4,29,grams,219,8760,2409,Soup Station,Afternoon,Raw,20,10,14-Jul-24,24-Jul-24,GreenLeaf Suppliers,35,Hot,FALSE,New York - Main,Robert,Chef Maria,,
808,20-Jun-24,11:00,Thursday,Pasta Alfredo,Pasta,10,2,1,6,kg,108,1080,216,Pastry Station,Morning,Boiled,48,365,17-Jun-24,17-Jun-25,FreshFarm Co.,24,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
809,14-Nov-24,19:15,Thursday,Spicy Chicken Wings,Chicken,12,1,1,11,kg,243,2916,243,Soup Station,Night,Grilled,54,2,11-Nov-24,13-Nov-24,SpiceKart Foods,25,Sunny,TRUE,Houston - Central,Emily,Chef John,,
810,14-Apr-25,11:45,Monday,Mutton Curry,Mixed Veg,36,1,5,32,kg,67,2412,67,Soup Station,Afternoon,Boiled,36,3,07-Apr-25,10-Apr-25,Urban Harvest,25,Rainy,FALSE,Los Angeles - Downtown,James,Chef Anna,,
811,05-Jun-24,21:30,Wednesday,Cheeseburger,Cheese,38,10,3,25,grams,193,7334,1930,Main Course Station,Morning,Raw,50,10,03-Jun-24,13-Jun-24,GreenLeaf Suppliers,27,Sunny,FALSE,Houston - Central,Emily,Chef John,,
812,23-Feb-24,09:15,Friday,Spicy Chicken Wings,Chicken,32,7,3,23,kg,245,7840,1715,Grill Station,Morning,Grilled,39,2,22-Feb-24,24-Feb-24,FreshFarm Co.,28,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
813,25-Aug-24,10:15,Sunday,Pasta Alfredo,Pasta,43,3,5,39,kg,107,4601,321,Main Course Station,Afternoon,Boiled,32,365,22-Aug-24,22-Aug-25,FreshFarm Co.,29,Hot,FALSE,New York - Main,Robert,Chef Lee,,
814,16-Jan-24,15:00,Tuesday,Iced Tea,Ice Cream,23,4,2,19,pieces,49,1127,196,Grill Station,Afternoon,Frozen,27,30,12-Jan-24,11-Feb-24,GreenLeaf Suppliers,28,Hot,FALSE,New York - Main,Robert,Chef Lee,,
815,03-Sep-24,15:45,Tuesday,Tomato Soup,Tomato,48,13,3,35,kg,43,2064,559,Salad Station,Morning,Boiled,31,5,29-Aug-24,03-Sep-24,GreenLeaf Suppliers,20,Rainy,FALSE,New York - Main,Robert,Chef David,,
816,13-Jan-25,06:00,Monday,Cheeseburger,Cheese,39,9,3,27,grams,199,7761,1791,Salad Station,Night,Raw,56,10,11-Jan-25,21-Jan-25,Urban Harvest,23,Cloudy,FALSE,Houston - Central,Emily,Chef Maria,,
817,27-Apr-24,09:45,Saturday,Cheesecake,Cheese,18,4,2,14,grams,203,3654,812,Salad Station,Afternoon,Raw,58,10,24-Apr-24,04-May-24,Urban Harvest,27,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
818,28-Mar-25,09:30,Friday,Veg Fried Rice,Rice,31,4,3,24,kg,88,2728,352,Salad Station,Morning,Boiled,24,180,27-Mar-25,23-Sep-25,DailyDairy Ltd.,25,Cloudy,FALSE,Los Angeles - Downtown,James,Chef David,,
819,06-Sep-24,20:30,Friday,Fish Fingers,Mixed Veg,26,1,2,23,kg,76,1976,76,Salad Station,Night,Boiled,58,3,01-Sep-24,04-Sep-24,SpiceKart Foods,22,Cloudy,TRUE,Houston - Central,Emily,Chef David,,
820,29-May-24,16:15,Wednesday,Apple Pie,Mixed Veg,14,3,1,9,kg,75,1050,225,Soup Station,Morning,Boiled,11,3,26-May-24,29-May-24,DailyDairy Ltd.,10,Cold,FALSE,Los Angeles - Downtown,James,Chef John,,
821,23-Jan-24,07:30,Tuesday,Veg Fried Rice,Rice,36,2,4,34,kg,90,3240,180,Salad Station,Morning,Boiled,43,180,20-Jan-24,18-Jul-24,GreenLeaf Suppliers,24,Rainy,FALSE,Houston - Central,Emily,Chef John,,
822,06-Sep-24,09:00,Friday,Soda,Mixed Veg,38,10,3,25,kg,77,2926,770,Soup Station,Afternoon,Boiled,52,3,04-Sep-24,07-Sep-24,GreenLeaf Suppliers,24,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
823,22-Sep-24,15:30,Sunday,Apple Pie,Mixed Veg,48,8,4,40,kg,69,3312,552,Grill Station,Morning,Boiled,37,3,18-Sep-24,21-Sep-24,DailyDairy Ltd.,25,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
824,29-Apr-25,16:00,Tuesday,Apple Pie,Mixed Veg,44,1,5,42,kg,63,2772,63,Main Course Station,Morning,Boiled,22,3,28-Apr-25,01-May-25,FreshFarm Co.,28,Hot,FALSE,New York - Main,Robert,Chef John,,
825,08-Aug-24,10:15,Thursday,Soda,Mixed Veg,27,7,2,18,kg,71,1917,497,Grill Station,Afternoon,Boiled,27,3,03-Aug-24,06-Aug-24,FreshFarm Co.,26,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
826,23-Jul-24,13:30,Tuesday,Cheesecake,Cheese,5,1,0,3,grams,201,1005,201,Salad Station,Afternoon,Raw,28,10,22-Jul-24,01-Aug-24,DailyDairy Ltd.,25,Cloudy,TRUE,New York - Main,Robert,Chef Maria,,
827,29-May-24,07:15,Wednesday,Cheesecake,Cheese,42,7,4,32,grams,206,8652,1442,Main Course Station,Morning,Raw,54,10,22-May-24,01-Jun-24,Urban Harvest,31,Hot,FALSE,Los Angeles - Downtown,James,Chef John,,
828,05-Feb-24,18:00,Monday,Spicy Chicken Wings,Chicken,27,7,3,18,kg,238,6426,1666,Grill Station,Morning,Grilled,54,2,03-Feb-24,05-Feb-24,FreshFarm Co.,25,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
829,03-Jun-24,16:45,Monday,Mushroom Soup,Tomato,27,6,2,19,kg,44,1188,264,Salad Station,Night,Boiled,19,5,31-May-24,05-Jun-24,SpiceKart Foods,28,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
830,13-Mar-25,14:30,Thursday,Mushroom Soup,Tomato,8,1,0,7,kg,45,360,45,Main Course Station,Afternoon,Boiled,60,5,12-Mar-25,17-Mar-25,FreshFarm Co.,25,Cloudy,FALSE,New York - Main,Robert,Chef Anna,,
831,07-Jan-25,15:45,Tuesday,Iced Tea,Ice Cream,30,3,2,24,pieces,53,1590,159,Pastry Station,Morning,Frozen,34,30,03-Jan-25,02-Feb-25,GreenLeaf Suppliers,34,Hot,FALSE,Houston - Central,Emily,Chef Anna,,
832,09-Jan-25,13:45,Thursday,Chicken Biryani,Chicken,32,2,3,30,kg,228,7296,456,Salad Station,Morning,Grilled,25,2,06-Jan-25,08-Jan-25,DailyDairy Ltd.,24,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
833,09-Apr-24,20:30,Tuesday,Pasta Alfredo,Pasta,19,5,2,12,kg,113,2147,565,Soup Station,Morning,Boiled,14,365,03-Apr-24,03-Apr-25,DailyDairy Ltd.,29,Hot,TRUE,Los Angeles - Downtown,James,Chef Lee,,
834,20-Dec-24,14:15,Friday,Mutton Curry,Mixed Veg,15,1,1,11,kg,72,1080,72,Salad Station,Night,Boiled,35,3,14-Dec-24,17-Dec-24,Urban Harvest,26,Rainy,FALSE,Houston - Central,Emily,Chef Anna,,
835,02-Mar-25,22:45,Sunday,Iced Tea,Ice Cream,42,4,3,38,pieces,52,2184,208,Salad Station,Afternoon,Frozen,11,30,26-Feb-25,28-Mar-25,DailyDairy Ltd.,16,Cold,FALSE,Los Angeles - Downtown,James,Chef Anna,,
836,28-Jan-24,19:45,Sunday,Chocolate Milkshake,Milk,33,8,3,25,liters,54,1782,432,Grill Station,Morning,Boiled,45,4,22-Jan-24,26-Jan-24,Urban Harvest,28,Cloudy,TRUE,Houston - Central,Emily,Chef Maria,,
837,22-Sep-24,22:15,Sunday,Veg Fried Rice,Rice,26,6,3,20,kg,94,2444,564,Pastry Station,Morning,Boiled,24,180,18-Sep-24,17-Mar-25,GreenLeaf Suppliers,26,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
838,30-Mar-24,17:15,Saturday,Brownie,Chocolate,40,10,4,27,grams,185,7400,1850,Salad Station,Afternoon,Baked,42,90,26-Mar-24,24-Jun-24,GreenLeaf Suppliers,23,Rainy,FALSE,Houston - Central,Emily,Chef Lee,,
839,17-Feb-25,09:15,Monday,Grilled Chicken,Chicken,21,1,2,19,kg,237,4977,237,Main Course Station,Afternoon,Grilled,57,2,10-Feb-25,12-Feb-25,FreshFarm Co.,30,Sunny,FALSE,Los Angeles - Downtown,James,Chef Anna,,
840,02-Nov-24,10:45,Saturday,Veg Fried Rice,Rice,41,11,4,27,kg,96,3936,1056,Grill Station,Morning,Boiled,58,180,31-Oct-24,29-Apr-25,FreshFarm Co.,25,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
841,06-Dec-24,15:00,Friday,Smoothie,Mixed Berries,40,3,5,37,grams,304,12160,912,Soup Station,Morning,Raw,18,3,05-Dec-24,08-Dec-24,GreenLeaf Suppliers,23,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
842,18-Jul-24,11:00,Thursday,Fish Fingers,Mixed Veg,32,8,2,22,kg,74,2368,592,Grill Station,Morning,Boiled,38,3,14-Jul-24,17-Jul-24,Urban Harvest,28,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
843,04-Sep-24,08:45,Wednesday,Grilled Chicken,Chicken,20,2,2,16,kg,248,4960,496,Pastry Station,Afternoon,Grilled,29,2,02-Sep-24,04-Sep-24,Urban Harvest,27,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
844,12-Apr-24,12:45,Friday,Apple Pie,Mixed Veg,29,8,2,19,kg,71,2059,568,Salad Station,Morning,Boiled,57,3,05-Apr-24,08-Apr-24,Urban Harvest,22,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
845,29-May-24,21:15,Wednesday,Pasta Alfredo,Pasta,40,3,5,35,kg,105,4200,315,Pastry Station,Morning,Boiled,57,365,24-May-24,24-May-25,FreshFarm Co.,18,Cold,FALSE,New York - Main,Robert,Chef Maria,,
846,22-Jan-25,13:00,Wednesday,Apple Pie,Mixed Veg,47,11,5,34,kg,72,3384,792,Soup Station,Morning,Boiled,18,3,17-Jan-25,20-Jan-25,SpiceKart Foods,35,Hot,TRUE,New York - Main,Robert,Chef Lee,,
847,09-Sep-24,18:15,Monday,Pasta Alfredo,Pasta,34,2,3,30,kg,114,3876,228,Soup Station,Morning,Boiled,46,365,08-Sep-24,08-Sep-25,FreshFarm Co.,25,Sunny,FALSE,Houston - Central,Emily,Chef David,,
848,18-Jan-25,09:30,Saturday,Pasta Alfredo,Pasta,31,5,3,23,kg,110,3410,550,Salad Station,Night,Boiled,17,365,14-Jan-25,14-Jan-26,SpiceKart Foods,25,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
849,26-May-24,18:15,Sunday,Tacos,Mixed Veg,35,9,3,24,kg,74,2590,666,Salad Station,Night,Boiled,55,3,22-May-24,25-May-24,FreshFarm Co.,22,Rainy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
850,26-Mar-24,06:00,Tuesday,Iced Tea,Ice Cream,26,4,2,21,pieces,53,1378,212,Pastry Station,Night,Frozen,43,30,21-Mar-24,20-Apr-24,GreenLeaf Suppliers,32,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
851,27-Feb-24,18:45,Tuesday,Brownie,Chocolate,29,8,4,21,grams,194,5626,1552,Salad Station,Afternoon,Baked,52,90,20-Feb-24,20-May-24,GreenLeaf Suppliers,28,Sunny,FALSE,New York - Main,Robert,Chef David,,
852,18-Aug-24,16:45,Sunday,Spicy Chicken Wings,Chicken,41,5,4,36,kg,232,9512,1160,Grill Station,Morning,Grilled,28,2,17-Aug-24,19-Aug-24,GreenLeaf Suppliers,17,Cold,FALSE,New York - Main,Robert,Chef David,,
853,14-Jan-25,16:00,Tuesday,Ice Cream Sundae,Ice Cream,21,4,2,17,pieces,46,966,184,Soup Station,Night,Frozen,47,30,07-Jan-25,06-Feb-25,DailyDairy Ltd.,22,Cloudy,FALSE,New York - Main,Robert,Chef Anna,,
